Product,category,rating,Title,Review,Cleaned_Review,Sentiment
"Zebronics ZEB-90HB USB Hub, 4 Ports, Pocket Sized, Plug & Play, for Laptop & Computers",Computers&Accessories|Accessories&Peripherals|USBHubs,3.4,"Average usb hub,Inferior quality goods,its CHEAP,Built in quality is low,Ok,Finish is not very good,Recieved damage piece,Packaging was damaged and is not new piece","Quality of the material is not that good. If it falls then it will break in parts easily but overall it is easy to use and speed of the ports is fast.,Manufacturing quality is quite poor. Even a small movement can cause the second device to get unplugged from the USB port, which is not at all strong.,Its  cheap on multiple levels, first ad foremost money wise and then most importantly quality wise. Used it for 2 weeks and the casing came off and i cant seem to click it back into place, it works(for the time being) so im just waiting for it to die now. but for 180 rupees what else can we expect.,Built in quality is not so good, it's very sensitive,,It is not tiny, but small enough not to clutter my desk. Cord length of about 1.25 to1.5 ft is nice. USB ports work well. The only negative point that is glaring is the poor finish. However, for the price, a good buy,https://m.media-amazon.com/images/I/719wdleO76L._SY88.jpg,Packaging was damaged, seems to be a some one has used and returned this item.",quality material good falls break parts easily overall easy use speed ports fast manufacturing quality quite poor even small movement cause second device get unplugged usb port strong cheap multiple levels first ad foremost money wise importantly quality wise used weeks casing came cant seem click back place works time im waiting die rupees else expect built quality good sensitive tiny small enough clutter desk cord length ft nice usb ports work well negative point glaring poor finish however price good buy https media amazon com images wdleo l sy jpg packaging damaged seems one used returned item,Negative
"Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight & Upgraded LCD Display,IP68 Waterproof,Heart Rate Monitor,Sleep & Step Tracker,Call & Message Alerts & Long Battery Life (Jet Black)",Electronics|WearableTechnology|SmartWatches,4.0,"nice product,Great watch,Ok ok,Nice 👍,Thik thak,Avarage,Smart watch,They can improve more","I really like this product. Gifted to my sister, and she likes it,Great ⌚,Good product,Nice 👍,Thik hai,In this price range it's ok product,Color so nice..I loved it,Need some more features:(",really like product gifted sister likes great good product nice thik hai price range ok product color nice loved need features,Positive
"Zebronics Zeb Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Blue)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",3.4,"Dissapointed in the microphone,Overall Good product in budget,don't buy for calling purpose..,Gets the job done,Good,Value for money,One side stopped working in 2 months,Very average sounding earphones","Dissapointed in the microphone,4/5,don't buy for calling purpose.. voice not delivered properly to hearing other side.. you should by best earphone in local market.,I've been looking for a good pair of earphones with type C as my phone now comes without a 3.5 mm jack sadly. (Pixel 6a).Unfortunately Indian markets doesn't have much of budget USB C earphones as it's extremely limited in availability so my search gotten narrowed down to this one.Pros:+ Works okayish for the price.+ Sound quality: Average+ Call quality: fairly good. I didn't had much complaints from the other side during phone calls. Tested when riding bike also, there were some wind noises reportedly. But still does the job.+ Buttons: works well. Haven't noticed any niggles thus far.Cons:- definitely not recommended for audiophiles as there's no distinction between highs, mids and lows. Sound quality gets muffled if volume raised above 70%.- bass is not that good. It's there, you can feel it but it's not adequate and gets muddles out if the volume raised. Pls make use of your Eq app (Poweramp Equaliser app, in my case) to tweak up the settings to get noticed on its bass.- Very mediocre performance of mids and highs too. (Gets slightly better if tweaked with an eq app).- causes pain in ears if used continuosly.//If you are looking out for a decent budget USB c earphones mainly for calling, then go with this one. Works well for the voice calls//,It's goodMic is not proper,I think this is the best c type headphone for this price segment. Sound quality, bass, meterial quality all are little above average so for RS.549 (blue) we can definitely buy without second thought.,Worked well for first two months. Now only one side is working.,I bought it to use with my Samsung S7 Plus which does not have any headphone jack. The bluetooth earphones work but when I'm in bed on my side, they have ""accidental touch"" with the pillow or somewhere. So, I bought these USB-C wired headphones. They work with my tab, which is good news. But the audio quality is average. It sounds tinny just like a 100rs headphones. Maybe that is to be expected because these earphones are cheap. So, I ended up not using them very often.",dissapointed microphone buy calling purpose voice delivered properly hearing side best earphone local market looking good pair earphones type c phone comes without mm jack sadly pixel unfortunately indian markets much budget usb c earphones extremely limited availability search gotten narrowed one pros works okayish price sound quality average call quality fairly good much complaints side phone calls tested riding bike also wind noises reportedly still job buttons works well noticed niggles thus far cons definitely recommended audiophiles distinction highs mids lows sound quality gets muffled volume raised bass good feel adequate gets muddles volume raised pls make use eq app poweramp equaliser app case tweak settings get noticed bass mediocre performance mids highs gets slightly better tweaked eq app causes pain ears used continuosly looking decent budget usb c earphones mainly calling go one works well voice calls goodmic proper think best c type headphone price segment sound quality bass meterial quality little average rs blue definitely buy without second thought worked well first two months one side working bought use samsung plus headphone jack bluetooth earphones work bed side accidental touch pillow somewhere bought usb c wired headphones work tab good news audio quality average sounds tinny like rs headphones maybe expected earphones cheap ended using often,Negative
"Redgear A-15 Wired Gaming Mouse with Upto 6400 DPI, RGB & Driver Customization for PC(Black)",Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingMice,4.3,"Very good mouse Under 500,pretty good gaming mouse,very good in this budget,Really comfortable,good mouse just plug and play,Good enough,Best budget gaming mouse,Too big too hold, but you will get around it.","I have been using this mouse for like 2 months and this is the best mouse under 500.the mouse has the basic gaming stuff like extra buttons dpi settings, but the main thing is the software like you can customize so much on this mouse the RGB is fully customizable, you can set many macros you can revamp the keys and also change the dpi values. these features usually come in expensive gamming mouses, but this is very good for this cheap.the design is also very good and one thing you should note before buying is that this mouse is big like it is big as my hand so if you got small hands, you should think twice, but it doesn't affect that much i got the hang of it in like a week.it doesn't come with any warranty so thats a con. but a part of it, everything is so good.Really would recommend,this mouse is very good for gaming, the high dpi sensor on this mouse is very good. their is no drifting. the rgb is very goodi have used this mouse for about 3 months and its still intact, no problem with scroll wheel or side button,the software provided by redgear is also very great and has lots of features.i mostly used this mouse for fps games like (csgo, valorant, overwatch)but the side buttons also help in building in fortniteonly issue is the build quality, some party feel kinda lose,its my first gaming mouse but damn its so good. the grip is perfect and dpi is also good at this range you shoud go for it if you get it under rupees 500.,No words. Just excellent. Accuracy top notch. Feeling while in hande is awesome. Feels very big in hand. Very comfortable to hold for long time. Design is very good.,nice mouse love it... decent mouse with ecent price..,If you are buying this mouse exclusively for gaming, don't cause the polling rate is no different than lets say a cheap dell mouse you see at work (exact polling rate of this mouse is 125hz which is very low if you want precise aiming in competitive). But the redeeming feature might be the looks. The rgb looks cool (but you cant use just one single color). It feels great in hand but my thumb has to pull back a lot to press the lower side button but that can be attributed to my long thumb. The cables braided too so there's that!Verdict: Great value is you can get it for around Rs. 400 considering its looks and other subtle features.,,A fine mouse for what it's worth.",using mouse like months best mouse mouse basic gaming stuff like extra buttons dpi settings main thing software like customize much mouse rgb fully customizable set many macros revamp keys also change dpi values features usually come expensive gamming mouses good cheap design also good one thing note buying mouse big like big hand got small hands think twice affect much got hang like week come warranty thats con part everything good really would recommend mouse good gaming high dpi sensor mouse good drifting rgb goodi used mouse months still intact problem scroll wheel side button software provided redgear also great lots features mostly used mouse fps games like csgo valorant overwatch side buttons also help building fortniteonly issue build quality party feel kinda lose first gaming mouse damn good grip perfect dpi also good range shoud go get rupees words excellent accuracy top notch feeling hande awesome feels big hand comfortable hold long time design good nice mouse love decent mouse ecent price buying mouse exclusively gaming cause polling rate different lets say cheap dell mouse see work exact polling rate mouse hz low want precise aiming competitive redeeming feature might looks rgb looks cool cant use one single color feels great hand thumb pull back lot press lower side button attributed long thumb cables braided verdict great value get around rs considering looks subtle features fine mouse worth,Positive
"JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for Content Creation, Voiceover/Dubbing, Recording (Black,Small)",Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCMicrophones,3.9,"It's just good !,Good for WFH,Works according to needs,Great product for beginners,Good for beginners,Very nice product,Ambiance sound capture,JBL mic is best for Biginaers","It just good for beginners you can start your work using this one, noise cancellation issue you can face while using this and some time connectivity problem also can face coz of it's 3.5 mm jack it's not working well sometime ....overall it's okay at this price.,,Good quality sound.. better than phone microphone. It has a deep tone to it rather than compressed sounding audio from smartphone mic. Works with my nikon z50.,Great product for beginners,Like the product, works good at this price,Nice one,Sound good but capture ambiance Sound not deduct ambiance sound,I am very impressed this product.Best Mic.",good beginners start work using one noise cancellation issue face using time connectivity problem also face coz mm jack working well sometime overall okay price good quality sound better phone microphone deep tone rather compressed sounding audio smartphone mic works nikon z great product beginners like product works good price nice one sound good capture ambiance sound deduct ambiance sound impressed product best mic,Negative
"Fire-Boltt India's No 1 Smartwatch Brand Ring Bluetooth Calling with SpO2 & 1.7” Metal Body with Blood Oxygen Monitoring, Continuous Heart Rate, Full Touch & Multiple Watch Faces",Electronics|WearableTechnology|SmartWatches,4.1,"Overall Watch Review,Descent  looking, perfect working smart watch,There is a bit of snag in wake up mode,Battery is not good only one day it will come,Beginner friendly apple clone watch,elegant look,You can go for it!!,Nice product but the touchscreen and app could have been better","Great watch, good features. Easy and simple to use. Watch face is nice. Battery life is decent. Last for 4 days. Sensors work well. Smooth controls and display is bright. Only issue is that, after the watch came into contact with water it started malfunctioning. Power button not working, Bluetooth calling doesn't work and battery gets quickly drained despite having Bluetooth off.,I have recently bought this product and i was not so happy and not worried. As advertised, this smart watch meets its purpose. Descent size and medium weight to wear always.Few of my suggestion to become a better watch:touch response can be improved, touch accuracy is less.resolution can be still more betterNeed to click on the button to see time or to awake. Instead of pressing button, should have give touch to awake.can have provide some more option like finding phone and finding smart watch ...,Product is good worth the money..there is a bit snag in wakeup mode while moving hands..it takes time to on the screen automatically .Overall good performance,Battery backup not good worst watch only 1 day it will come if you charge 100%....,Bought it 3 months back working fine call quality is good don’t expect great touch sensitivity,Found good and product finishing and features are super,The product is good with good battery life,Nice product but the touchscreen and app could have been better",great watch good features easy simple use watch face nice battery life decent last days sensors work well smooth controls display bright issue watch came contact water started malfunctioning power button working bluetooth calling work battery gets quickly drained despite bluetooth recently bought product happy worried advertised smart watch meets purpose descent size medium weight wear always suggestion become better watch touch response improved touch accuracy less resolution still betterneed click button see time awake instead pressing button give touch awake provide option like finding phone finding smart watch product good worth money bit snag wakeup mode moving hands takes time screen automatically overall good performance battery backup good worst watch day come charge bought months back working fine call quality good expect great touch sensitivity found good product finishing features super product good good battery life nice product touchscreen app could better,Positive
Eveready Red 1012 AAA Batteries - Pack of 10,Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,4.3,"Nice .,very good batteries received,Longtevity,Good product, Good seller,Reasonable pricing,I liked the package and product is very good,Good,Value for money","Nive,very good batteries received,Like,Good product, Good seller,Durable life,Great productAnd good packageNo damage,Good,Value for money. Delivered timely. Go for it.",nive good batteries received like good product good seller durable life great productand good packageno damage good value money delivered timely go,Positive
"SanDisk Extreme microSD UHS I Card 128GB for 4K Video on Smartphones,Action Cams 190MB/s Read,90MB/s Write",Electronics|Accessories|MemoryCards|MicroSD,4.5,"Good quality product, Best suitable storage for 4k videos,Perfect for nintendo switch oled,Best in the segmet...,Expensive,Product Is Good,Good,The delivered one was 90Mbps write property,Nice Write Speed But Read Speed Is not that much is giv..Read Speed goes to 90mbps Write 80to90mbps","Good quality product, Best suitable size for Good quality video cameras like action camera but didn't like sellers packaging he did no effort for packing simply picked from storage and dropped in Amazon bag then send for deliveryit might damage the product in transportation very irresponsible seller i had to instantly look it in device for damagebut it was working fine and memory card was very good quality,If you are looking to expand the memory for your nintendi switch oled, this is the best and cheap options available. The installation is quite easy.Highly recommended,Write speed is 60-70 at normal with a minimal level of 65 and peaks at 156..in mobileUPDATETHE DISAPPOINTING THING IS REED SPEED... I got upto 90 Mbps read and it won't goes beyond 90mbps but write speed sometimes peaks at 120 Mbps... I GOT THIS MEMORY CARD ONLY FOR THE PURPOSE OF READ SPEED NOT FOR WRITING SPEED..because I won't use this in any action camera or DSLR... ONLY FOR MOBILE WHICH NEEDS ATLEAST 150 Mbps for SMOOTH performance.....I AM TOTALLY DISAPPOINTED FOR MY PURPOSE BUT satisfied.. according to price..So my conclusion if you are looking for a memory card for 4k/8k recording you can surely go for it..I case of u are purchasing on seeing it's read speed and also for mobile it wouldn't be a better option...,Expensive product,Good,Nice memory card,The delivered one was 90Mbps write property, i was expecting 190mbps write property,119gb Storage out of 128gb. Why ?ANSWERIT DEPENDS UPON OPERATING SYSTEM .Some phones take 1000MB=1gbSome phone take 1024MB=1gbExample Mi Phone will Show 128gb BUTSamsung will show 119gb only.Sum up 128 gb is given by manufacturerBut it depends upon format of phone reading the capacity  interms of 1000mb or 1024mbWhile",good quality product best suitable size good quality video cameras like action camera like sellers packaging effort packing simply picked storage dropped amazon bag send deliveryit might damage product transportation irresponsible seller instantly look device damagebut working fine memory card good quality looking expand memory nintendi switch oled best cheap options available installation quite easy highly recommended write speed normal minimal level peaks mobileupdatethe disappointing thing reed speed got upto mbps read goes beyond mbps write speed sometimes peaks mbps got memory card purpose read speed writing speed use action camera dslr mobile needs atleast mbps smooth performance totally disappointed purpose satisfied according price conclusion looking memory card k k recording surely go case u purchasing seeing read speed also mobile better option expensive product good nice memory card delivered one mbps write property expecting mbps write property gb storage gb answerit depends upon operating system phones take mb gbsome phone take mb gbexample mi phone show gb butsamsung show gb sum gb given manufacturerbut depends upon format phone reading capacity interms mb mbwhile,Positive
Portronics MPORT 31C 4-in-1 USB Hub (Type C to 4 USB-A Ports) with Fast Data Transfer,Computers&Accessories|Accessories&Peripherals|USBHubs,4.2,"Value For Money But....,Compact and Budget friendly,Average,Nice product,Premium build but hoped it had more USB3.0,Decent product,Very useful for Mac users,Works fine with Macbook air M2","It is very good. Product Quality is decent but the only problem I m facing is that is incompatible with with my Tablet and My Mobile Phone.If it was Compatible it would be great and Sometimes it Just keep Disconnecting from the device. I don't know if it's my device or its the product anyways it's a good product to have all times.,Connecting pin was a bit tight to insert to my Macbook. Getting it for 399 from this brand is what made me order this. Go for it if you work only with usb devices. You can access 4 devices at a time but not sure about the speed while switchinf the windows. For now its quite okay to browse the files when one pen drive is connected.,USB port is somewhat not easy to plug. When connected to laptop its hard to remove it smoothly.,Served the purpose and delivered as marketed,I bought it for ₹451Overall 8/1010/10 Build- Sturdy and premium no doubt7/10 Functionality- 1 USB 3.0 Port (side one) & 3 USB 2.0(front 3)- My SSD gave 330ish MB/s Read/Write(seq) on the 3.0 Port (less for random read-write)- Same SSD gave 50ish(max) MB/s Read/Write(seq) on the 2.0 PortEven tho for me it is ok, they could've provided us with more high-speed ports(3.0),Cord is too short and price too high!,Bought this to use for connecting Mouse and Keyboard to my MacBook and have been using this for the last 6 months. Before buying this, i looked at multiple products at various price ranges. Finally, chose this product as this offers the brand assurance and is way cheaper compared to similar items from other reliable brands. So far, working really well 🙂,nice way to use usb-a devices on macbook air m2 in a cheap price",good product quality decent problem facing incompatible tablet mobile phone compatible would great sometimes keep disconnecting device know device product anyways good product times connecting pin bit tight insert macbook getting brand made order go work usb devices access devices time sure speed switchinf windows quite okay browse files one pen drive connected usb port somewhat easy plug connected laptop hard remove smoothly served purpose delivered marketed bought overall build sturdy premium doubt functionality usb port side one usb front ssd gave ish mb read write seq port less random read write ssd gave ish max mb read write seq porteven tho ok could provided us high speed ports cord short price high bought use connecting mouse keyboard macbook using last months buying looked multiple products various price ranges finally chose product offers brand assurance way cheaper compared similar items reliable brands far working really well nice way use usb devices macbook air cheap price,Positive
"Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support for Mobiles (Black)",Electronics|HomeAudio|Speakers|OutdoorSpeakers,4.1,"Best Speaker at low price,Good quality,Very small compared to price.,Pocket dynamite,Cute one,LOUD AND GOOD BLUETOOTH SPEAKER,Portable and good one,Superb yet portable speaker","The speaker's sound is good and all the other feature are also at the best. the only problem is the battery backup it's normally about 5hr, but that can be acceptable with this price.,Small but over all good,Price is too high for this product but sound quality is good,It's like a pocket dynamite.,,LOUD AND GOOD BLUETOOTH SPEAKER,1. Tiny like big lemon2. Bluetooth is flaky3. Works for calls but again bluetooth slightly cuts off4. Audio out is okI suggest go for next model up in category. But this is good for its price,One of the best speaker I ever bought. It looks small in size but the sound that comes from it is clear and good.",speaker sound good feature also best problem battery backup normally hr acceptable price small good price high product sound quality good like pocket dynamite loud good bluetooth speaker tiny like big lemon bluetooth flaky works calls bluetooth slightly cuts audio oki suggest go next model category good price one best speaker ever bought looks small size sound comes clear good,Positive
"AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,4.4,"Quality is worth the price!,Good for holding,Packaging was not good,good product,Good Product,Built quality of product is excellent,Best in quality & look,BEST","The cover comes up with good foam on both of sides enough to protect the laptop. It's good for as it says 13"" inch laptops. I don't know about the water resistance but except that it is good.,Average quality,Product quality is good, value for money but packaging was not good, they folded while packing. you can see mark on product added image.,a bit bigger for mac m1 but overall the product is goodprice should be around 500 max,Good Product,Built quality of product is excellent,Love the quality and overall look of the Laptop sleeve! It has got a sleek & minimalistic look.,Has a god soft side from inside and protects the Mac well",cover comes good foam sides enough protect laptop good says inch laptops know water resistance except good average quality product quality good value money packaging good folded packing see mark product added image bit bigger mac overall product goodprice around max good product built quality product excellent love quality overall look laptop sleeve got sleek minimalistic look god soft side inside protects mac well,Positive
"Brand Conquer 6 in 1 with OTG, SD Card Reader, USB Type C, USB 3.0 and Micro USB, for Memory Card | Portable Card Reader | Compatible with TF, SD, Micro SD, SDHC, SDXC, MMC, RS-MMC, Micro SDXC",Computers&Accessories|ExternalDevices&DataStorage|ExternalMemoryCardReaders,4.3,"Worth Buying,It's a very good product at these price range go for it.,Camera SD card reader,A very handy gadget for transferring data between various devices,Product is good and working properly,Nice product,Reveewing after 3 weeks.,Use full product","I'm really liked the product more than expected. It's really easy to use.,I like is that at this price range so you can go for it in this it's a 3 and 1 combo where you can connect to phone or in pc , laptop at these price range,compatibility.Value for money,This is a gadget that I recommend all should have handy with them.Can used in multiple devices with multiple connectors. It is really easy and fast.,I got this product delivered on 20th Dec and it is working fine as expected. I thought it is a best buy to read Micro SD card and SDXC card also,All type if USB adapter present so u transfer data from any type of device,It works till now. Don't know how long will it last.,Very easy handle",really liked product expected really easy use like price range go combo connect phone pc laptop price range compatibility value money gadget recommend handy used multiple devices multiple connectors really easy fast got product delivered th dec working fine expected thought best buy read micro sd card sdxc card also type usb adapter present u transfer data type device works till know long last easy handle,Positive
"TP-Link AC750 Dual Band Wireless Cable Router, 4 10/100 LAN + 10/100 WAN Ports, Support Guest Network and Parental Control, 750Mbps Speed Wi-Fi, 3 Antennas (Archer C20) Blue, 2.4 GHz",Computers&Accessories|NetworkingDevices|Routers,4.3,"Con = no bandwidth control,Setup is smooth and easy,Good coverage,as money as goods,The signal reach could be better,overall is ok,Product,Class product from TP-Link! A worthy investment.","Non returnable, so now using this as it is. Bandwidth control is a must for this price range. Model was archer c80.,Great delivery from amaozn.  It was easy to setup as a extender . Signal is also good but not that great. It can cover 1 flat well . Signal breaks if moving upstairs or downstairs. Overall great purchase. Must buy,Need little better customer support,good,I expected much stronger signal 10 meter away. Its okay working, but not as expected.,tp link is good product,Good product,Decided on buying this Router from TP-Link after days of research, reading reviews and talking to many people regarding different models.Was on a 20 Mbps connection with a Netgear N300 router since 2016 which used to suffice for moderate usage till now. However, with increase in the number of devices like Smart TV, 2 iPads and a laptop etc, it necessitated an upgrade. Also, considering the current work-from-home scenario which is bound to continue for the foreseeable future as well, the internet usage was being stretched to it's limit and the trusted Netgear router simply couldn't match up to the increased bandwidth demand.To capitalise on the current situation, our current ISP came out with interesting Fibre broadband plans and we opted for a 75 mbps connection. That in turn needed a new router to utilize it's optimum potential. Finally zeroed in on the TP-Link Archer C80 after reading some horror stories of other available routers. Was also tempted to buy the AX1500 considering there's barely any price difference, but then came across a few reviews which stated that Wifi 6 is not entirely successfully implemented and might prove to be an hindrance to use with our current range of devices.Order delivered by Amazon within a day. Full marks for the seamless delivery as always. Prime has truly been a boon.Installed the Router today. Installation via Tether App was seamless. ISP guy helped with the PPPOE sign-in process and released the MAC ID which was bound to our old Router. The whole process was done in 10 mins and we were online.The dual bands are truly a boon. Have divided the devices at home equally between 2.4G and 5G as per usage. As the router is close to the TV unit, have connected it to 5G and also alternatively connected via the Ethernet cable (just in case).Speed tests:Started off by streaming 4k content simultaneously on 2 devices connected to 5G. Played seamlessly even with other devices like mobiles etc being connected.Have attached a few pictures for reference.- Sitting near the Router, 5G Download speed is 77 mbps and Upload is 75.4 mbps.- 5G speed tested in the bedroom with a wall in between: Download 72.4 mbps and Upload 74.9 mbps.- 2.4G speed in the same room as the Router is: Download 68.3 mbps and Upload 79.2 mbps. (This is quite surprising as a few reviews mentioned 50-55 mbps will be the threshold for 2.4G. Used to get a maximum of 45 mbps download on my old N300).- Speed Test via the Ethernet cable provided in thr box connected to the TV: Download 78 mbps and Upload 75 mbps.Couldn't have asked for more really. This seems to be totally ideal.Build quality of the device is decent and the antennas seem well enough to do the job, however would have preferred that they were placed like other TP-Link models like the Archer A6, so it would have been easier to move them in preferred directions.The LED lights are a little weirdly placed and not bright enough. Maybe I'm used to the prominent lights on my old Router. These are a blink-and-miss sort and you have to bend a little to check in case there's an issue. One big element missing in this device is a USB port which is absolutely essential in today's age and expected to be included for this price range. Wonder what's the reason behind giving it a miss.I have sealed the extra LAN ports with tape to protect from dust or moisture. It's a good practice. The outer design of the router is quite sophisticated and stylish, however I'm a little worried of dust accumulating in the intricate design on the top portion.Functionally though, this seems to be a real good offering from TP-Link. Hope this device lives up to expectations in coming days. All-in-all, seems to be a worthy investment for the next few years, considering an internet plan upgrade, if any.Hope I touched upon major points which might help other interested consumers in making a choice. This product is RECOMMENDED! :)",non returnable using bandwidth control must price range model archer c great delivery amaozn easy setup extender signal also good great cover flat well signal breaks moving upstairs downstairs overall great purchase must buy need little better customer support good expected much stronger signal meter away okay working expected tp link good product good product decided buying router tp link days research reading reviews talking many people regarding different models mbps connection netgear n router since used suffice moderate usage till however increase number devices like smart tv ipads laptop etc necessitated upgrade also considering current work home scenario bound continue foreseeable future well internet usage stretched limit trusted netgear router simply match increased bandwidth demand capitalise current situation current isp came interesting fibre broadband plans opted mbps connection turn needed new router utilize optimum potential finally zeroed tp link archer c reading horror stories available routers also tempted buy ax considering barely price difference came across reviews stated wifi entirely successfully implemented might prove hindrance use current range devices order delivered amazon within day full marks seamless delivery always prime truly boon installed router today installation via tether app seamless isp guy helped pppoe sign process released mac id bound old router whole process done mins online dual bands truly boon divided devices home equally g g per usage router close tv unit connected g also alternatively connected via ethernet cable case speed tests started streaming k content simultaneously devices connected g played seamlessly even devices like mobiles etc connected attached pictures reference sitting near router g download speed mbps upload mbps g speed tested bedroom wall download mbps upload mbps g speed room router download mbps upload mbps quite surprising reviews mentioned mbps threshold g used get maximum mbps download old n speed test via ethernet cable provided thr box connected tv download mbps upload mbps asked really seems totally ideal build quality device decent antennas seem well enough job however would preferred placed like tp link models like archer would easier move preferred directions led lights little weirdly placed bright enough maybe used prominent lights old router blink miss sort bend little check case issue one big element missing device usb port absolutely essential today age expected included price range wonder reason behind giving miss sealed extra lan ports tape protect dust moisture good practice outer design router quite sophisticated stylish however little worried dust accumulating intricate design top portion functionally though seems real good offering tp link hope device lives expectations coming days seems worthy investment next years considering internet plan upgrade hope touched upon major points might help interested consumers making choice product recommended,Positive
"Parker Quink Ink Bottle, Blue","OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|BottledInk",4.3,"Clearly makes a difference,Good,Value for money,Good material,The ink of parker is very lite,Good,Good,Very good","I first used non-parker ink for my fountain pen and hesitantly switched to Parker Quink Ink, given the cost was many times higher than regular ink. But it is worth every paise. The Quink ink is clearly worth it with its thick blue color and giving superb contrast on white paper.,Best product,Good,No,DislikeI have a ink pot of pilot andI was thinking to buy the parker one,Rate is too high but quantity is too low,The quantity is little.,Best quality",first used non parker ink fountain pen hesitantly switched parker quink ink given cost many times higher regular ink worth every paise quink ink clearly worth thick blue color giving superb contrast white paper best product good dislikei ink pot pilot andi thinking buy parker one rate high quantity low quantity little best quality,Positive
STRIFF Laptop Stand Adjustable Laptop Computer Stand Multi-Angle Stand Phone Stand Portable Foldable Laptop Riser Notebook Holder Stand Compatible for 9 to 15.6” Laptops Black(Black),Computers&Accessories|Accessories&Peripherals|LaptopAccessories|NotebookComputerStands,4.2,"Decent quality product for the price,Nice product,Sturdy,Nice companion,Need for those who has neck pain working on Laptops,Laptop stand,Good quality,Good product","I have been using it for the past week; no complaints so far. It's really good and gives the laptop proper ventilation to breathe air.,Nice,At first I was reluctant if the stand will be good. However now after using it I can tell for sure it is a nice product and really helps to correct our posture,Good companion for my laptop. can carry easily in laptop bag anywhere,If you are working in IT with neck pain with your Laptop, then this is your product,Nice product. Good built quality.,Comparing to metal stand, the stability is good no shaking.. it's holding my 4kg heavy laptop.. mobile stand is not good, no stability at all.. for laptop it's best..,Good product",using past week complaints far really good gives laptop proper ventilation breathe air nice first reluctant stand good however using tell sure nice product really helps correct posture good companion laptop carry easily laptop bag anywhere working neck pain laptop product nice product good built quality comparing metal stand stability good shaking holding kg heavy laptop mobile stand good stability laptop best good product,Positive
